book name,book_id,Likutei Shoshanim_id,link_to_nli_page,title,type,record_id,language_nli,publisher,format,thumbnail,link_to_marc,subject,contributors,vertitle-yivo,institution-yivo,delcategory-yivo,creator-yivo,creationdate-yivo,lds29-yivo,availinstitution-yivo,subject-yivo,format-yivo,availlibrary-yivo,language-yivo,type-yivo,title-yivo,version-yivo,contributor-yivo,publisher-yivo,availpnx-yivo,lds10-yivo,lds01-yivo,unititle-yivo,lds03-yivo
שיטה מקובצת. בבא בתרא,990017509710205171,,https://www.nli.org.il/en/books/NNL_ALEPH990017509710205171,"ספר שיטה מקובצת / כמהור""ר בצלאל אשכנזי ... וקראו בשם אסיפת זקנים ...",book,990017509710205171,heb,ווארשא : פ' ראזין,5 כרכים (א-ה) ; 2.,,https://iiif.nli.org.il/IIIFv21/marc/bib/990017509710205171,Talmud Bavli -- Commentaries,,ספר שיטה מקובצת : והיא חידושי מסכת בבא קמא ... וקראו בשם אסיפת זקנים,CJH,Online Resource,"אשכנזי, בצלאל, המאה ה־61. ; Bezalel ben Abraham Ashkenazi active 16th century",522 [1762],CJH_ALEPH000007785,$$ICJH$$Savailable,תלמוד,187 leaves.,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/2ד־ ש 42 1762 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Shiṭah meḳubetset : ṿe-hi ḥidushe masekhet Bava ḳama ... ṿe-ḳarʼu be-shem Asefat zeḳenim / Betsalʼel Ashkenazi ; hotsiʼah Yitsḥaḳ b.k.r. Yaʻaḳov Nunyes Ṿais.,1,"נוניס ואיס, יצחק בן יעקב, נפ׳ 8671; Yitsḥaḳ Nunes Ṿais -1768; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿenetsiʼah : Ha-Madpis bi-shene bate ha-defus Bragadina Ṿendramina, 522 [1762]; ויניציאה : המדפיס בשני בתי הדפוס בראגאדינא ווינדראמינא, 522 [1762]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/2ד־ ש 42 1762 X
ס' המלים המלאכותים,990020219540205171,,,ספר המלים : זרים-מלאכותיים לכל ענפי המדעים וחרשת המעשה : מפרש עברית ... בסדר אלפא ביתא / מאת דוד בער נאטאנזאהן ...,book,990020219540205171,heb,ווארשא : דפוס אלכסנדר גינז,"148 עמודים ; 20 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990020219540205171,Hebrew language -- Dictionaries,,ספר אהבת דוד :,CJH,Online Resource,"מאיראוויץ, שלום דוד בן מאיר. ; Shalom Daṿid ben Meʼir. Meierowitz",[1871-1875],CJH_ALEPH000003901,$$ICJH$$Savailable,Jewish ethics,2 volumes ; 21 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/4ה- א 32.5)$$Savailable$$32$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer ahavat Daṿid / asher darash ... ha-Rav ... Shalom Daṿid [Meʼiroṿits] a.b.d. be-ʻir Ṿeger.,1,"מאיראוויץ, שלום דוד בן מאיר; Shalom Daṿid ben Meʼir Meierowitz; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilna : Bi-defus ha-almanah ṿeha-aḥim Rom, [1871-1875]; ווילנא : בדפוס האלמנה והאחים ראם, [1871-1875]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/5א־ נ 13
"שו""ת הרשב""א- ח""א ",990011246690205171,,https://www.nli.org.il/en/books/NNL_ALEPH990011246690205171,"שאלות ותשובות להרשב""א : ולזולתו מן הרבנים ומן הגאונים.",book,990011246690205171,heb,(קוסטנטינא : דפוס משה בן שמואל פיצילינו,"[28] דפים ; 25 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990011246690205171,Rabbinical literature -- Spain; Responsa -- 1040-1600,"פיסילינו, משה בר שמואל (מדפיס); פיסילינו, משה בר שמואל",שאלות ותשובות,CJH,Online Resource,"קולון,יוסף. ; Joseph ben Solomon Colon approximately 1420-1480.",1557-1558,CJH_ALEPH000007567,$$ICJH$$Savailable,Responsa -- 1040-1600,172 leaves ; 31 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Cremona 1557)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Sheʼelot u-teshuvot / meha-R.R. Yosef Ḳolon.,,"Ṿitsentso Ḳonṭi Printer.; Mathias Strashun 1817-1885, Former owner.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Cremona : Conti, 1557-1558.; קרימונה : בדפוס ויצינצו קונטי, שי״ז־שי״ח.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Cremona 1557
משלי יהושע. שטיינבערג ,990020782780205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020782780205171,משלי יהושע : ... לאלף חכמה ומוסר ... ממיטב דברי חכמי הקדם וחכמי זמננו... / מאת יהושע בן מנחם שטיינבערג.,book,990020782780205171,heb,ווילנא : האלמנה והאחים ראם,"363, xII עמודים ; 19 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE102232052,https://iiif.nli.org.il/IIIFv21/marc/bib/990020782780205171,"Proverbs, Hebrew",,,,,,,,,,,,,,,,,,,,,,
"יד רמה. על מס' ב""ב",990010639030205171,,https://www.nli.org.il/en/books/NNL_ALEPH990010639030205171,"יד רמה : ... שיטה למהדורא בתרא [מסכת בבא בתרא] / מעשה ידי ... רבי' מאיר הלוי המ'[כונה] אבואלעפייא ... הרמ""ה ; זאת התורה חמדה גנוזה הנה נמצא בבית גנזייא מדרשו של ... כמוהר""ר יום טוב אלגאזי ... ; נאם ... יוסף אליה הלוי.",book,990010639030205171,heb,שאלוניקי : מרדכי נחמן ודוד ישראליג'י,"2 כרכים ([א-ב], קנז, [3] קנח-רעד, לה דפים) ; 29 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990010639030205171,Talmud Bavli -- Commentaries; Talmud Bavli. Bava Batra -- Commentaries,"אלגאזי, יום טוב בן ישראל יעקב, 1727-1802; אלגאזי, יום טוב בן ישראל יעקב, 1727-1802 הלוי, יוסף אליה, מחברון; הלוי, יוסף אליה, מחברון אשכנזי, בצלאל בן אברהם.; אשכנזי, בצלאל בן אברהם.",,,,,,,,,,,,,,,,,,,,,
"באורי מוהרא""ל. על רש""י עה""ת",990017907340205171,,https://www.nli.org.il/en/books/NNL_ALEPH990017907340205171,"ספר ביאורים וחידושים, או, ביאורי מוהר""אל : על פירש""י על התורה ... ועל כמה מפרשי התורה ... / מאת ... מוהר""ר אליעזר לוי היילפערין מפינסק בעל המחבר משנת ר' אליעזר ...",book,990017907340205171,heb,ווילנא : דפוס פין וראזענקראנץ,"[1], צז דפים ; 2.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE151829492,https://iiif.nli.org.il/IIIFv21/marc/bib/990017907340205171,"Rashi, 1040-1105. Perush Rashi ʻal ha-Torah; Bible. Pentateuch -- Commentaries",,,,,,,,,,,,,,,,,,,,,,
"כל שירי יל""ג- ח""ה ",990018643940205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018643940205171,כל שירי יהודה ליב גורדון.,book,990018643940205171,heb,תל אביב : דביר,"6 כרכים (ספר א-ו) ; 23 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990018643940205171,,,,,,,,,,,,,,,,,,,,,,,
דרך לעבור גולים. ליליענבלום,990019812970205171,,https://www.nli.org.il/en/books/NNL_ALEPH990019812970205171,דרך לעבור גולים / מאת משה ליב ליליענבלום.,book,990019812970205171,heb,ווארשא : הוצאת חברת אחיאסף,"162 עמודים ; 22 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE22760289,https://iiif.nli.org.il/IIIFv21/marc/bib/990019812970205171,Zionism -- History; Land settlement -- Israel,,,,,,,,,,,,,,,,,,,,,,
"אחיאסף- תרנ""ד ",990011571840205171,,,"אחיאסף לוח-עם ספרותי ושמושי עם תמונות וציורים לשנת תרנ""ד-תרפ""ג.",journal,990011571840205171,heb,ווארשא : דפוסים שונים,"13 כרכים ; 21 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990011571840205171,Hebrew literature -- Periodicals,"לילינבלום, משה יהודה ליב בן צבי, 1843-1910; לילינבלום, משה יהודה ליב בן צבי, 1843-1910  ברינין, ראובן, 1862-1939; ברינין, ראובן, 1862-1939  קלוזנר, יוסף, 1874-1958; קלוזנר, יוסף, 1874-1958  טהון, יהושע, 1870-1936; טהון, יהושע, 1870-1936",,,,,,,,,,,,,,,,,,,,,
"ילקוט שמעוני- עה""ת",990010959570205171,,https://www.nli.org.il/en/books/NNL_ALEPH990010959570205171,ילקוט שמעוני : על התורה ועם קונטרס אחרון ועל נביאים וכתובים.,ebook,990010959570205171,heb,שאלוניקי : דפוס דון יהודה לבית גדליה,"2 כרכים ; 29 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE16342564,https://iiif.nli.org.il/IIIFv21/marc/bib/990010959570205171,Midrash; Haggadah,"יהודה בן גדליה, פעל 1489-1530 (מדפיס); יהודה בן גדליה, פעל 1489-1530 שונצינו, משה (מדפיס); שונצינו, משה",ספר ילקוט שמעוני,CJH,Online Resource,,1863-1864,CJH_ALEPH000398934,$$ICJH$$Savailable,ילקוט שמעוני,2 volumes in 1 ; 35 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/4א-ב 98 X)$$Savailable$$32$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Yalḳuṭ Shimʻoni / meha-rav Shimʻon Rosh ha-Darshanim.,1,"בעל מגן אברהם, approximately 1637-1683; Abraham Abele ben Ḥayyim Gombiner ha-Levi, approximately 1637-1683; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilna : Y.R. ben M.M. Rom, 1863-1864.; ווילנא : י.ר. בן מ.מ. ראם, 1863-1864.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Yalkut Shimoni. Genesis 1863.,203526
מדרש שמואל,990011254780205171,,https://www.nli.org.il/en/books/NNL_ALEPH990011254780205171,"ספר מדרש שמואל : ביאור ... על פרקי אבות / מהרב ... ; ונוסף עוד פירוש ... ונקרא עליו שם רש""י ז""ל ...",book,990011254780205171,heb,ווארשא : יצחק גאלדמאן,"קלו דפים ; 22 ס""מ.",https://nli.alma.exlibrisgroup.com/view/delivery/thumbnail/12303923600005171,https://iiif.nli.org.il/IIIFv21/marc/bib/990011254780205171,Mishnah. Avot -- Commentaries,,ספר בן שמואל,CJH,Online Resource,"מדינה, שמואל די, 1506-1589. ; Shmuel de Medina 1506-1589",1622,CJH_ALEPH000004217,$$ICJH$$Savailable,"Jewish sermons, Hebrew -- Early works to 1800","125, that is, 250 pages ; 21 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/4ה־ ב 5.64)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Ben Shemuʼel / asher ʻaśah Shemuʼel Haramati el ha-ʻam ki yavo li-derosh.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Mantova : Be-defus Yehudah Shmuel Mi-porsha Vi-Beno Yehoshua, 1622.; מנטובה : בדפוס יהודה שמאול מפרושה ובנו יהושע, ק״פה.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Ben Shemuʼel,וו/4ה־ ב 64.5
"שו""ת שם אריה",990019816960205171,,https://www.nli.org.il/en/books/NNL_ALEPH990019816960205171,ספר שם אריה : והוא חבור ואסיפות שאלות ותשובות ... כסדר ארבעה חלקי הש'ע וגם שני קונטרסים ... קונטרס רובו ספוג בממון וקונטרס הזמה / ... אני המחבר אריה ליבוש באלחובר ...,book,990019816960205171,heb,ווילנא : האלמנה והאחים ראם,"2 כרכים ב-1 ([א-ב], 20, 288, [2], 246 עמודים) ; 33 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE149164447,https://iiif.nli.org.il/IIIFv21/marc/bib/990019816960205171,Rabbinical literature -- Poland; Responsa -- 19th century,,שאלות ותשובות,CJH,Online Resource,"קולון,יוסף. ; Joseph ben Solomon Colon approximately 1420-1480.",1557-1558,CJH_ALEPH000007567,$$ICJH$$Savailable,Responsa -- 1040-1600,172 leaves ; 31 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Cremona 1557)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Sheʼelot u-teshuvot / meha-R.R. Yosef Ḳolon.,,"Ṿitsentso Ḳonṭi Printer.; Mathias Strashun 1817-1885, Former owner.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Cremona : Conti, 1557-1558.; קרימונה : בדפוס ויצינצו קונטי, שי״ז־שי״ח.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Cremona 1557
"תולדות הטבע- ח""ב ",990013125980205171,,https://www.nli.org.il/en/books/NNL_ALEPH990013125980205171,יסודי חכמת הטבע הכללית : בשלשה סדרים: ... המנוחה והתנועה ... אבן השואבת ... ההרכבה והפרדה ... תולדות האש והמים ... / מאת צבי הירש ... ראבינאוויץ ...,book,990013125980205171,heb,ווילנא : שמואל יוסף פין ואברהם צבי ראזענקראנץ,"4 כרכים (א-ד) ; 25 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE90659523,https://iiif.nli.org.il/IIIFv21/marc/bib/990013125980205171,Science,"Rabinowitz, H. M.; Rabinowitz, H. M. Рабинович, Гирш Меерович; Рабинович, Гирш Меерович",אוצר החכמה והמדע : כולל יסודי חכמת הכללית.,CJH,Physical Item,"רבינוביץ, צבי. ; Tsevi Rabinovits",1876,CJH_ALEPH000306246,$$ICJH$$Savailable,,228 pages ; cm.,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000007813)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,Otsar ha-ḥokhmah ṿeha-madaʻ : kolel yesode ḥokhmat ha-kelalit.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilna : ha-Almanah ṿeha-aḥim Rom, 1876.; ווילנע : האלמנה והאחים ראם, 1876.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,7813
