book name,book_id,Likutei Shoshanim_id,link_to_nli_page,title,type,record_id,language_nli,publisher,format,thumbnail,link_to_marc,subject,contributors,vertitle-yivo,institution-yivo,delcategory-yivo,creator-yivo,creationdate-yivo,lds29-yivo,availinstitution-yivo,subject-yivo,format-yivo,availlibrary-yivo,language-yivo,type-yivo,title-yivo,version-yivo,contributor-yivo,publisher-yivo,availpnx-yivo,lds10-yivo,lds01-yivo,unititle-yivo,lds03-yivo
מתורגמן- אליהו בחור,990011882080205171,,https://www.nli.org.il/en/books/NNL_ALEPH990011882080205171,ספר מתורגמן : ... בביאור כל מלות ... הנמצאות בלשון ארמי בתרגום אונקלוס ויונתן וירושלמי / ... אליה המחבר.,book,990011882080205171,heb,איזנה : דפוס פאוילוש בגיוש,"[4], קסד, [2] דפים ; 32 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE67278218,https://iiif.nli.org.il/IIIFv21/marc/bib/990011882080205171,Aramaic language -- Dictionaries -- Hebrew; Bible. Pentateuch. Aramaic. Fragment-Targum Yerushalmi; Bible. Pentateuch. Aramaic. Onkelos; Bible. Pentateuch. Aramaic. Targum Pseudo-Jonathan,,,,,,,,,,,,,,,,,,,,,,
התשבי,990011881960205171,1453_LS,https://www.nli.org.il/en/books/NNL_ALEPH990011881960205171,"דקדוק אליהו הלוי האשכנזי / אשר שמו ספר בחור, הוסד שנית ...",book,990011881960205171,heb,איזנא : [מוציא לאור לא ידוע],"102, [1] עמודים ; 8.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE92971643,https://iiif.nli.org.il/IIIFv21/marc/bib/990011881960205171,Hebrew language -- Grammar -- Early works to 1800,,ספר התשבי,CJH,Online Resource,"בחור, אליהו, 1468 or 1469-1549. ; Elijah Levita 1468 or 1469-1549",1805,CJH_ALEPH000002266,$$ICJH$$Savailable,"Hebrew language, Talmudic -- Dictionaries","66, that is, 132 pages ; 19 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/19א־ ת94)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer ha-Tishbi / le-Eliyahu ha-Tishbi ; shorashim ke-minyan tishbi ... ; ʻatah nidpas be-hagahah meduyeḳet ʻim marʼeh meḳomot min Shas u-midrashim asher lo hayah ba-defusim ha-ḳodmim ; huva be-mitsṿat Binyamin Bishḳa.,3,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Grodno : Yeḥezḳel ben Mosheh ṿe-Śimḥah Zimel ben Menaḥem Naḥum ṿe-Śimḥah Zimel ben Yeḥezḳel, 1805.; הוראדנא : יחזקאל בן משה ושמחה זימל בן מנחם נחום ושמחה זימל בן יחזקאל, 1805.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Tishbi,וו/19א־ ת94
כוכבי יצחק. 36,990002793470205171,,,כוכבי יצחק.,journal,990002793470205171,heb,וויען,,,https://iiif.nli.org.il/IIIFv21/marc/bib/990002793470205171,Haskalah -- Periodicals,,,,,,,,,,,,,,,,,,,,,,
הנלכד,9900031,1341_LS,,,,,,,,,,,,הנלכד : בשחיתות אנשי רשע : ספור,CJH,Online Resource,Grigoriǐ Isaakovich Bograv 1825-1885.,1877,CJH_ALEPH000302505,$$ICJH$$Savailable,,110 pages ; 19 cm,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000045664)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,ha-Nilkad : bi-sheḥitut anshe reshaʻ : sipur / yesodeto bi-sefat Rusya me-et G. Bogroṿ ; neʻetaḳ li-śefat ʻEver meʼet Yitsḥaḳ Ben-Duber Andres = Ganilkod : t.e. Poĭmannikʺ.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","[Warsaw] : [publisher not identified], 1877.; [Варшава] : [publisher not identified], 1877.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Poĭmannikʺ. Hebrew,45664
יד מלאכי,990001240060205171,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH990001240060205171,קובץ.,manuscript,990001240060205171,heb,,94 דף,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE68453238,https://iiif.nli.org.il/IIIFv21/marc/bib/990001240060205171,,,נטעי נעמנים : קובץ עינינים שונים מכתב יד ...,CJH,Online Resource,,1847,CJH_ALEPH000005749,$$ICJH$$Savailable,Books,"46 unnumbered pages, xiv, 51 pages ; 22 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/20־ נ 57)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Niṭʻe Naʻamanim / ...meluḳaṭim mi-ketav yad...Shelomoh Zalman Hailberg.,1,"היילבערג, שלמה זלמן; Shelomo Zalman Hailberg; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Breslau : [publisher not identified], 1847.; ברעסליוא : בדפוס הירש זולצבאך, 1847.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/20־ נ 57
"שו""ת עמודי אור",990018856190205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018856190205171,ספר עמודי אור : שות' בארבע חלקי שלחן ערוך / אשר כונן ... הרב ... מוה'ר יחיאל העליר ... אבד'ק סווואלף.,book,990018856190205171,heb,[קאניגסבערג] : טוביה ואפרתי,"128, 1 דפים ; 2.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE153005412,https://iiif.nli.org.il/IIIFv21/marc/bib/990018856190205171,Responsa -- 1800-,,ספר עמודי אור : שאלות ותשובות בארבע חלקי שלחן ערוך,CJH,Online Resource,"העליר, יחיאל בן אהרן, 1814-1863. ; Jehiel ben Aaron Heller 1814-1863",615 [1854 or 1855],CJH_ALEPH000008358,$$ICJH$$Savailable,Responsa -- 1800-1945 -- 1800-1945,128 leaves ; 29 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/13א־ ע 68.5 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer ʻAmude or.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","[Ḳenigsburg] : Nidpas ʻa. y. Ṭ. Ofrati, 615 [1854 or 1855]; [קעניגסבורג] : נדפס ע״י ט. אפרתי, 615 [1854 or 1855]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,ʻAmude or,וו/13א־ ע 68.5 X
תולדות נאפאלעאן,990039270020205171,953_LS,https://www.nli.org.il/en/books/NNL_ALEPH990039270020205171,זה שמו קורות עתות נאפאלעאן הראשון קייזער צרפת : ... יעצט האבין מיר צוא גיגעבין ... פון 2-3טען נאפאלעאן ... / [פייבל שיפער] ; המעתיק - דוד שולהאף.,book,990039270020205171,yid,ווארשא : דפוס אפרים בוימריטטער,"4 כרכים (ערשטע-פירטע טהייל, 132 עמודים) ; 19 ס""מ.",https://nli.alma.exlibrisgroup.com/view/delivery/thumbnail/12304715120005171,https://iiif.nli.org.il/IIIFv21/marc/bib/990039270020205171,"נפולאון ה-1, קיסר צרפת, 1769-1821; Napoléon I, Emperor of the French, 1769-1821; France -- History -- Consulate and First Empire, 1799-1815; France -- History -- Revolution, 1789-1799","שולהאף, דוד (מתרגם); שולהאף, דוד",ספר ימי הדור הוא תולדות הימים החדשים מראשית ימי השנוים בצרפת בשנת תק״ל עד ימי מסע נאפאלעאן לארץ רוסיא בשנת תקע״ב,$$VCJH$$OCJH_ALEPH004620210,$$VOnline Resource$$OCJH_ALEPH004620210,"גינצבורג, מרדכי אהרן, 1795-1846. ; Mordecai Aaron Guenzburg 1795-1846",621 [1860],CJH_ALEPH004620210,$$ICJH$$Savailable,Europe -- History -- 18th century,130 pages ; 20 cm,$$ICJH$$LYIVOL$$1Edward Blank YIVO Vilna Online Collection$$Scheck_holdings$$XCJH50$$YYIVOL$$ZYILNL$$OCJH_ALEPH004620210,heb,book,Sefer Yeme ha-dor : hu toldot ha-yamim ha-ḥadashim mi-reshit yeme ha-shinuyim be-Tsarfat bi-shenat 530 ʻad yeme masaʻ Napoleʻon li-erets Rusiya bi-shenat 572 / me-et Mordekhay Aharon Gintsburg.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilna : Bi-defus Yosef Reʼuven bar Menaḥem Man Rom, 621 [1860]; ווילנא : בדפוס יוסף ראובן בר׳ מנחם מן ראם, תרכ״א.",available,,YIVO,,000027349A
"נחל יצחק- חו""מ",990020284040205171,3338_LS,https://www.nli.org.il/en/books/NNL_ALEPH990020284040205171,ספר נחל יצחק : חדושים ובאורים על שלחן ערוך חשן משפט / מאתי ... יצחק אלחנן בהרב ... ישראל איסר ...,book,990020284040205171,heb,ווילנא : דפוס ראם,2 כרכים ([א-ב]) ; 2.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE152539848,https://iiif.nli.org.il/IIIFv21/marc/bib/990020284040205171,Ḥoshen mishpaṭ,,ספר נחל יצחק : חדושים ובאורים על שלחן ערוך חשן משפט.,CJH,Online Resource,Isaac Elhanan Spektor 1817-1896.,1884,CJH_ALEPH000008107,$$ICJH$$Savailable,"Karo, Joseph ben Ephraim, -- 1488-1575 -- Ḥoshen mishpaṭ -- Criticism and interpretation",2 volumes ; 33 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/11יח־ נ 37 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Naḥal Yitsḥaḳ : ḥidushim u-veʼurim ʻal Shulḥan ʻarukh Ḥoshen mishpaṭ.,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Vilna : Bi-defus S. Y Fin, A. Ts. Rosenkrants, vi-M. M. Shriptzettser, 1884.; ווילנא : בדפוס ש״י פין, א״צ ראזענקראנץ ומ״מ שריפטזעטצער, תרמ״ד.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Naḥal Yitsḥaḳ,וו/11יח־ נ 37 X
די'- ריגיין,9900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המגיד. 6,990019861600205171,1298_LS,,"המגיד ... מכתב קורות הימים / ... יו""ל פעם אחת בכל שבוע מאתי אליעזר ליפמאן זילבערמאן [זילברמן].",journal,990019861600205171,heb,ליק [ואחרים] : דפוס פעטצאלל [ואחרים],כר' ; 2.,,https://iiif.nli.org.il/IIIFv21/marc/bib/990019861600205171,Hebrew periodicals,"זילבערמאן, אליעזר ליפמאן, 1819-1882; זילבערמאן, אליעזר ליפמאן, 1819-1882  גארדאן, דוד בן דב בר, 1831-1886; גארדאן, דוד בן דב בר, 1831-1886  גורדון, דב; גורדון, דב  פוקס, יצחק שלמה, 1862-1895; פוקס, יצחק שלמה, 1862-1895  פוקס, יעקב שמואל; פוקס, יעקב שמואל","אגדה אחת : והיא קבוצת מאמרים שונים...אשר כבר באו בדפוס...המגיד, המליץ, הכרמל, הצפירה, ועלי-הדס.",CJH,Online Resource,"טראכטמאן, ישעיהו, b. 1831. ; Jacob Samuel Trachtman b. 1831.",630 [1870],CJH_ALEPH000306987,$$ICJH$$Savailable,Judaism -- Doctrines,152 pages ; 19 cm,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000062142)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,"Agudah aḥat : ṿe-hi ḳevutsat maʼamarim shonim ... asher kevar ba-u bi-defus ... ha-Magid, ha-Melits, ha-Karmel, ha-Tsefira, ṿe-Ale-Hadas.",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Odesa : Bi-defus M. A. Belinson, 630 [1870]; אדעסא : בדפוס מ.א. בעלינסאן, 630 [1870]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,62142
ס' כריתות,990011859140205171,,https://www.nli.org.il/en/books/NNL_ALEPH990011859140205171,ספר כריתות.,book,990011859140205171,heb,קוסטטנטינא : [מוציא לאור לא ידוע],"[64] דף ; 19 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE160609497,https://iiif.nli.org.il/IIIFv21/marc/bib/990011859140205171,Rabbinical literature -- Introductions -- Methodology,,קרבן אשם : חדושים על מסכת יומא בכורות חולין ערכין תמורה כריתות מעילה תמיד ביצה שבועות...,CJH,Online Resource,"שאכרליש, איצק בר׳ שמשון. ; Itsaḳ. Sakherlish",537 [1776 or 1777],CJH_ALEPH000007772,$$ICJH$$Savailable,Talmud -- Commentaries,80 leaves ; 35 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/2ד־ ק 87 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Ḳorban asham : ḥidushim ʻal masekhet Yoma Bekhorot Ḥulin ʻArakhin Temurah Keritut Meʻilah Tamid Betsah Shevuʻot...,1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Zultsbakh : Be-vet uvi-defus Aharon ben...Meshulam Zalman madpis, 537 [1776 or 1777]; זולצבאך : בבית ובדפוס אהרן בן משלם זלמן מדפיס, 537 [1776 or 1777]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/2ד־ ק 87 X
ישועות יעקב,990011565150205171,,https://www.nli.org.il/en/books/NNL_ALEPH990011565150205171,"ספר ישועות יעקב : ... על שלחן ערוך ... / אשר חיבר מרן ... יעקב משלם בהרב ... מרדכי זאב [אורנשטין] אב""ד דק""ק לבוב ...",book,990011565150205171,heb,נוירק : ח. צימערמאן,"3 כרכים ([א-ג]) ; 34 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990011565150205171,Jewish law -- 1575-; Talmud Bavli -- Commentaries,,ספר ישועות יעקב : על שלחן ערוך,CJH,Physical Item,Jacob Meshullam ben Mordecai Zeʼev Ornstein 1775-1839.,"623, 1863",CJH_ALEPH000007446,$$ICJH$$Savailable,"Karo, Joseph ben Ephraim, -- 1488-1575 -- Shulḥan ʻarukh -- Criticism and interpretation",6 volumes in 3 ; 40 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/11/ו־ י 92 XX)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Yeshuʻot Yaʻaḳov.,1,"Jacob Meshullam ben Mordecai Zeʼev Ornstein 1775-1839; Tsevi Hirsh Ornshṭain 1816-1888; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Lemberg : Be-vet ha-defus shel Ts. H. Shperling [u-] B. Lurya, 623, 1863.; לעמברג : בבית הדפוס של צ. ה. שפערלינג [ו]ב. לוריא, תרכ״ג 1863.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,Yeshuʻot Yaʻakov,וו/11/ו־ י 92 XX
השלח. 4,990020821610205171,,https://www.nli.org.il/en/journals/NNL-Journals990020821610205171,"השלח מכתב עתי חדשי למדע, לספרות ולעניני החיים ...",journal,990020821610205171,heb,ברלין : [מוציא לאור לא ידוע],"כר' ; 25 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990020821610205171,Hebrew literature -- Periodicals,"אחד העם, 1856-1927; אחד העם, 1856-1927 קלוזנר, יוסף, 1874-1958; קלוזנר, יוסף, 1874-1958 ביאליק, חיים נחמן, 1873-1934; ביאליק, חיים נחמן, 1873-1934 פיכמן, יעקב, 1881-1958; פיכמן, יעקב, 1881-1958",,,,,,,,,,,,,,,,,,,,,
אגדה אחת. טראכטמאן,990019274920205171,67_LS,https://www.nli.org.il/en/books/NNL_ALEPH990019274920205171,"אגדה אחת : והיא קבוצת מאמרים שונים אשר כבר באו בדפוס במכתבי העת העבריים: המגיד, המליץ, הכרמל, הצפירה ועלי הדם / מאת יעקב שמואל בן ישעיהו טראבטמאן הלוי.",book,990019274920205171,heb,"אדעסא : בדפוס מ""א בעלינסאן","152 עמודים ; 20 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE115266064,https://iiif.nli.org.il/IIIFv21/marc/bib/990019274920205171,,,"אגדה אחת : והיא קבוצת מאמרים שונים...אשר כבר באו בדפוס...המגיד, המליץ, הכרמל, הצפירה, ועלי-הדס.",CJH,Online Resource,"טראכטמאן, ישעיהו, b. 1831. ; Jacob Samuel Trachtman b. 1831.",630 [1870],CJH_ALEPH000306987,$$ICJH$$Savailable,Judaism -- Doctrines,152 pages ; 19 cm,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000062142)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,"Agudah aḥat : ṿe-hi ḳevutsat maʼamarim shonim ... asher kevar ba-u bi-defus ... ha-Magid, ha-Melits, ha-Karmel, ha-Tsefira, ṿe-Ale-Hadas.",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Odesa : Bi-defus M. A. Belinson, 630 [1870]; אדעסא : בדפוס מ.א. בעלינסאן, 630 [1870]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,62142
המליץ.1893,990002792610205171,1317_LS,,המליץ.,journal,990002792610205171,heb,אודסה,,,https://iiif.nli.org.il/IIIFv21/marc/bib/990002792610205171,Hebrew periodicals -- Ukraine,"צדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893  (עורך); צדרבוים, אלכסנדר בן יוסף, הלוי, 1816-1893  רבינוביץ, לאון, 1862-1938  (עורך); רבינוביץ, לאון, 1862-1938","אגדה אחת : והיא קבוצת מאמרים שונים...אשר כבר באו בדפוס...המגיד, המליץ, הכרמל, הצפירה, ועלי-הדס.",CJH,Online Resource,"טראכטמאן, ישעיהו, b. 1831. ; Jacob Samuel Trachtman b. 1831.",630 [1870],CJH_ALEPH000306987,$$ICJH$$Savailable,Judaism -- Doctrines,152 pages ; 19 cm,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000062142)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,"Agudah aḥat : ṿe-hi ḳevutsat maʼamarim shonim ... asher kevar ba-u bi-defus ... ha-Magid, ha-Melits, ha-Karmel, ha-Tsefira, ṿe-Ale-Hadas.",1,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Odesa : Bi-defus M. A. Belinson, 630 [1870]; אדעסא : בדפוס מ.א. בעלינסאן, 630 [1870]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,62142
"פנקס- (כת""י)",9900033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שבט אלוה,990020423340205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020423340205171,"ספר שבט אלוה : ... מקרה ... אשר קרה למשפחה מהללה בישראל ... בעון עדי שקר ... המתעוללים עלינו עלילות ... כי נחג את חג הפסח בדמי נוצרי / חבר מאת מרדכי במו""ה שלמה פלונגיאן.",book,990020423340205171,heb,ווילנא : דפוס ראם,"96 עמודים ; 18 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE125869397,https://iiif.nli.org.il/IIIFv21/marc/bib/990020423340205171,Blood accusation,,ספר שבט אלוה : מקרה נורא אשר קרה למשפחה מהללה בישראל ...,CJH,Physical Item,Mordecai Plungian 1814-1883.,"623, 1862",CJH_ALEPH000051892,$$ICJH$$Savailable,Blood accusation -- Russia,96 pages ; 20 cm,$$ICJH$$LYIVOL$$1Main Stack Collection$$2(000017053)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIMAI,heb,book,Sefer Sheveṭ Eloah : miḳreh nora asher ḳarah le-mishpaḥah mehulalah be-Yiśraʼel ...,,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Vilna : Bi-defus Y. R. Rom, 623, 1862.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,17053
שארית ישראל,990018624300205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018624300205171,"שארית ישראל / פון יהלו""ם [=יהושע מזח].",book,990018624300205171,yid,ווילנא : דפוס י' פיראזשניקאוו,"195 עמודים ; 18 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE38798944,https://iiif.nli.org.il/IIIFv21/marc/bib/990018624300205171,Jews -- History -- Sources,"וירגא, שלמה בן יהודה, 1460-1554.; וירגא, שלמה בן יהודה, 1460-1554.",ארץ-ישראל,CJH,Online Resource,"הירשביין, פרץ. ; Peretz Hirschbein 1880-1948",1929,CJH_ALEPH000373368,$$ICJH$$Savailable,"Authors, Yiddish -- 20th century -- Travel -- Palestine",235 pages ; 21 cm,$$ICJH$$LYIVOL$$1YIVO Vilna Collection$$2(000005855)$$Savailable$$33$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIVIL,yid,book,Erets Yiśroel,4,"This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿilne : B. Ḳletsḳin, 1929.; ווילנע : ב. קלעצקין, 1929.",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,1988-Y-1199.7
השחר. 6,990002787280205171,,,"השחר : ... בו יבואו א) מאמרי חכמה ... תולדות אנשי השם ... ב) ספורים בדוים שירים ומסעות ... ג) באורים בכתבי הקודש, בתלמוד מדרשים ... ד) חדשות הנעשות בארץ ... ה) מכתבי אנשי השם / ... יוצא לאור מדי חדש בחדשו על ידי פרץ בן משה סמאלענסקין.",journal,990002787280205171,heb,ווין,11 כרכים.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE13505505,https://iiif.nli.org.il/IIIFv21/marc/bib/990002787280205171,Judaism -- Periodicals,"סמולנסקין, פרץ בן משה, 1842-1885; סמולנסקין, פרץ בן משה, 1842-1885",,,,,,,,,,,,,,,,,,,,,
התועה,990020278960205171,,https://www.nli.org.il/en/books/NNL_ALEPH990020278960205171,"התועה בדרכי החיים : או, תולדות יוסף היתום מעיר מדמנה.",book,990020278960205171,heb,וילנה : קאצענעלענבאגען,4 כרכים (חלק א-ד) ; 8.,,https://iiif.nli.org.il/IIIFv21/marc/bib/990020278960205171,,,,,,,,,,,,,,,,,,,,,,,
השחר. 4,990002787280205171,,,"השחר : ... בו יבואו א) מאמרי חכמה ... תולדות אנשי השם ... ב) ספורים בדוים שירים ומסעות ... ג) באורים בכתבי הקודש, בתלמוד מדרשים ... ד) חדשות הנעשות בארץ ... ה) מכתבי אנשי השם / ... יוצא לאור מדי חדש בחדשו על ידי פרץ בן משה סמאלענסקין.",journal,990002787280205171,heb,ווין,11 כרכים.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE13505505,https://iiif.nli.org.il/IIIFv21/marc/bib/990002787280205171,Judaism -- Periodicals,"סמולנסקין, פרץ בן משה, 1842-1885; סמולנסקין, פרץ בן משה, 1842-1885",,,,,,,,,,,,,,,,,,,,,
השלח. 1,990020821610205171,,https://www.nli.org.il/en/journals/NNL-Journals990020821610205171,"השלח מכתב עתי חדשי למדע, לספרות ולעניני החיים ...",journal,990020821610205171,heb,ברלין : [מוציא לאור לא ידוע],"כר' ; 25 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990020821610205171,Hebrew literature -- Periodicals,"אחד העם, 1856-1927; אחד העם, 1856-1927 קלוזנר, יוסף, 1874-1958; קלוזנר, יוסף, 1874-1958 ביאליק, חיים נחמן, 1873-1934; ביאליק, חיים נחמן, 1873-1934 פיכמן, יעקב, 1881-1958; פיכמן, יעקב, 1881-1958",,,,,,,,,,,,,,,,,,,,,
